pfam,biome,Ascomycota,Bacillales,Rhodobacterales,Rhizobiales,Flavobacteriales,Streptomycetaceae,Basidiomycota,Burkholderiales,Clostridiales,Alteromonadales,Arthropoda,Sphingomonadales,Pseudonocardiaceae,Oceanospirillales,Nematoda,Lactobacillales,Micromonosporaceae,Cytophagales,Pseudomonadales,Embryophyta,Microbacteriaceae,Vibrionales,Mucoromycota,Enterobacterales,Sphingobacteriales,Chitinophagales,Caulobacterales,Rhodospirillales,Xanthomonadales,Nocardioidaceae,Mycobacteriaceae,Streptosporangiaceae,Micrococcaceae,Craniata,Nocardiaceae,Nitrosomonadales,Bacteroidales,Chromatiales,Legionellales,Corynebacteriaceae,Chytridiomycota,Thermomonosporaceae,Neisseriales,Saprolegniales,Zoopagomycota,Marinilabiliales,Myxococcales,Peronosporales,Haloferacales,Geodermatophilaceae,Trematoda,Pasteurellales,Chlorophyceae,Actinomycetaceae,Propionibacteriaceae,Desulfobacterales,Cellvibrionales,Thiotrichales,Intrasporangiaceae,Halobacteriales,Selenomonadales,Trypanosomatidae,Bifidobacteriaceae,Nevskiales,Methylococcales,Rhodocyclales,Thermoanaerobacterales,Aeromonadales,Thermales,Dermabacteraceae,Campylobacterales,Planctomycetales,Promicromonosporaceae,Desulfovibrionales,prasinophytes,Acidobacteriaceae,Desulfuromonadales,Nocardiopsaceae,Dermacoccaceae,Methanobacteriales,Anaerolineales,Brevibacteriaceae,Kineosporiaceae,Brachiopoda,Erysipelotrichales,Ktedonobacterales,Natrialbales,Bogoriellaceae,Nitrospiraceae,Anthozoa,Sanguibacteraceae,Rhabditophora,Protosteliales,Cellulomonadaceae,Halanaerobiales,Trebouxiophyceae,Aconoidasida,Saprospirales,Dictyostelids,Verrucomicrobiales,Williamsiaceae,Acholeplasmatales,Betapartitivirus,Balneolales,Albuginales,Frankiaceae,Tissierellales,Gordoniaceae,Jiangellaceae,Actinopolysporaceae,Cestoda,Orbales,Spirochaetaceae,Nakamurellaceae,Cardiobacteriales,Rhodymeniophycidae,Acidiferrobacterales,Intramacronucleata,Syntrophobacterales,Pseudohongiella,Desulfarculales,Gemmatimonadaceae,Kordiimonadales,Beutenbergiaceae,Cryptosporangiaceae,Conoidasida,unclassified,Rhodothermaceae,Oscillatoriales,Alkalimonas,Methanomicrobiales,Microsporidia,Leptospiraceae,Hapalosiphonaceae,Competibacteraceae,Allonocardiopsis,Nostocaceae,Thiohalobacter,Mzabimycetaceae,Parvularculales,Cryptomycota,Mariprofundales,Sneathiellales,Entamoebidae,Phreatobacter
PF11172,soil,0,0,1,0,0,0,0,0,0,36,0,1,0,18,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
PF11174,soil,0,0,0,0,0,0,0,67,0,46,0,0,0,35,0,0,0,0,22,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,6,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
PF11196,soil,1,10,104,4,8,2,5,2,0,10,0,1,1,3,0,0,1,2,6,0,16,4,5,1,0,0,1,1,2,4,12,1,1,0,2,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11202,soil,0,39,3,0,0,63,0,5,7,0,0,2,3,2,0,0,2,0,3,0,3,1,0,12,0,0,2,0,0,1,1,1,7,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11204,soil,115,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11205,soil,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11219,soil,0,0,0,0,0,0,0,13,0,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PF11222,soil,0,0,0,0,0,70,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,14,0,0,14,0,0,0,0,22,0,8,0,0,0,0,0,0,0,8,0,0,0,4,12,0,0,0,6,0,0,0,2,0,0,0,0,0,0,6,0,0,5,0,0,0,0,4,5,0,0,1,4,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PF11225,soil,0,11,0,2,5,0,0,3,0,5,0,0,5,5,0,0,1,1,3,0,0,13,0,1,5,1,1,0,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11227,soil,0,0,0,0,0,0,0,57,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11236,soil,0,9,2,4,70,71,0,8,1,4,0,0,20,4,1,0,13,38,1,0,2,0,0,3,37,25,3,1,15,17,0,14,1,1,0,0,8,0,0,1,0,7,0,0,0,0,5,0,0,8,0,1,0,0,1,0,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,3,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11255,soil,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,44,0,0,0,0,0,3,0,0,9,18,0,27,0,14,0,0,0,0,22,0,6,0,0,0,0,0,0,15,0,0,0,2,3,8,0,0,0,5,9,0,0,0,0,0,0,0,0,3,5,0,0,5,0,2,0,0,4,5,0,4,6,2,0,0,4,5,4,0,0,4,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11259,soil,0,0,0,4,5,1,0,1,0,0,0,4,1,1,0,0,0,3,3,0,8,0,0,0,2,0,1,1,2,4,18,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11272,soil,1,0,32,28,0,2,3,3,1,0,0,17,19,1,1,0,18,1,0,0,19,0,0,0,5,3,2,7,0,8,6,4,10,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,7,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11278,soil,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11283,soil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PF11284,soil,0,0,1,11,0,1,0,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11290,soil,0,0,0,0,0,73,0,0,0,0,0,0,40,0,0,0,31,0,0,0,18,0,0,0,0,0,2,0,0,22,18,14,13,0,14,0,0,0,0,1,0,8,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,4,0,7,6,4,0,0,4,0,2,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PF11303,soil,0,6,0,0,0,50,4,0,0,0,20,0,40,0,8,0,30,0,0,0,33,0,0,0,0,0,1,0,0,18,1,13,6,4,14,0,0,0,0,0,0,8,0,0,0,0,7,0,2,8,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,4,3,0,1,0,4,1,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11305,soil,0,0,0,0,0,72,0,0,0,0,0,0,40,0,0,0,31,0,0,0,57,0,0,0,0,0,0,0,0,24,18,14,28,0,14,0,0,0,0,21,0,7,0,0,0,0,0,0,0,8,0,0,0,18,12,0,0,0,8,0,0,0,24,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,5,0,0,6,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PF11322,soil,0,0,5,9,46,0,0,0,0,0,0,2,0,1,0,0,0,3,0,1,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11324,soil,0,0,13,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PF11333,soil,0,0,0,0,0,0,0,3,0,5,0,0,0,12,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PF11338,soil,76,0,26,6,4,31,19,2,0,0,0,12,19,1,1,0,26,12,1,1,11,0,0,0,0,0,0,3,0,1,4,10,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PF11345,soil,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11373,soil,0,0,2,15,0,0,0,9,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,4,7,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11374,soil,108,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11377,soil,0,0,0,0,0,71,0,0,0,0,0,0,40,0,0,0,31,0,0,0,56,0,0,0,0,0,0,0,0,23,18,14,26,0,14,0,0,0,0,22,0,8,0,0,0,0,0,0,0,7,0,0,0,18,11,0,0,0,8,0,0,0,25,0,0,0,0,0,0,6,0,0,5,0,0,0,0,4,5,0,0,6,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PF11390,soil,0,0,79,62,0,4,0,38,0,2,0,13,9,16,0,0,1,0,7,0,0,0,0,0,0,0,1,7,4,0,0,5,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11392,soil,0,16,1,2,0,4,0,0,10,0,0,0,2,0,0,19,0,0,0,0,0,0,0,6,0,0,3,0,0,8,0,13,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,7,0,1,0,0,2,0,0,0,3,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11452,soil,0,0,0,0,0,72,0,0,0,0,0,0,40,0,0,0,30,0,0,0,57,0,0,0,0,0,0,0,0,24,17,14,25,0,14,0,0,0,0,22,0,8,0,0,0,0,0,0,0,8,0,0,0,18,12,0,0,0,8,0,0,0,13,0,0,0,0,0,0,6,0,0,5,0,0,0,0,4,5,0,0,6,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PF11454,soil,0,0,2,2,0,0,0,15,0,40,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,1,1,22,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11455,soil,0,0,4,22,0,0,0,7,0,0,0,3,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,9,0,2,7,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11456,soil,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11662,soil,0,0,0,0,0,73,0,0,0,0,0,0,40,0,0,0,30,0,0,0,53,0,0,0,0,0,0,0,0,24,18,14,27,0,14,0,0,0,0,22,0,8,0,0,0,0,0,0,0,8,0,0,0,7,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,3,5,0,0,6,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PF11697,soil,0,0,0,0,1,2,0,18,0,11,0,0,1,1,0,0,0,1,0,0,1,13,0,0,0,1,1,8,16,0,1,1,0,0,0,8,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,3,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PF11704,soil,110,0,0,0,0,0,4,0,0,0,17,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11730,soil,0,0,1,34,0,0,0,31,0,15,0,52,0,1,0,0,0,0,3,0,0,16,0,0,0,0,6,13,20,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PF11739,soil,0,0,3,3,0,0,0,1,0,21,0,47,0,16,0,0,0,0,15,0,0,10,0,28,0,0,6,9,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,6,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0
PF11740,soil,0,0,16,2,0,0,0,45,0,10,0,0,0,41,1,0,0,0,12,0,2,0,0,0,0,0,1,4,10,0,0,0,8,0,0,6,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,4,3,4,0,1,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PF11742,soil,0,0,8,13,0,0,0,3,0,2,0,0,0,3,0,0,0,1,3,0,0,15,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11743,soil,0,0,0,0,0,0,0,2,0,49,0,0,0,20,0,0,0,0,27,0,0,19,0,0,0,0,0,0,24,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,1,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
